Y,X,name, date, host
34.9225783202824,135.700085777857,キラめく「わたし」ファッションショー, 6月7日, きたえる～む長岡天神
34.6564684815273,133.929819609577, ハレノワコレクション, 8月1日, ハレノワファッションショー
33.1677863542013,130.401892425685, ハリビファッションショー, 5月17日, 柳川病院
34.7294635202813,135.303592625743, ユニバーサルカワイイ, 5月10日, ユニバーサルカワイイ
19.1488790524036,72.840884053823,Ms. and Mr. Senior Fashion Pageant India 2026,6月9日,Senior Pageant India
